44,32,2,0,1331,0,0,12,10,126,1,92,5,0,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
45,47,2,0,1917,0,0,20,5,39,2,-1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
46,27,3,0,0,1,0,2,1,168,1,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
47,52,2,0,147,0,0,30,6,90,4,-1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,27,1,0,274,0,0,27,4,283,1,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
49,53,1,0,2955,0,0,19,5,605,1,-1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
50,26,1,0,354,1,0,8,4,282,5,347,5,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
51,45,1,0,1678,1,0,18,10,187,1,154,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
52,58,2,0,-71,0,0,27,4,114,1,-1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
53,38,1,0,1973,0,0,21,10,155,2,-1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
54,33,1,0,139,1,1,18,4,732,2,291,5,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
55,57,1,0,2109,0,0,21,7,107,6,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
56,52,1,0,340,1,0,17,3,463,1,344,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
57,38,2,0,605,0,0,18,10,147,2,-1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
58,32,1,0,604,0,0,30,0,410,2,196,2,2,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
59,54,0,0,3170,1,0,16,3,140,2,324,4,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
60,36,1,0,-78,1,0,6,4,346,1,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
61,40,3,0,9110,1,0,19,10,89,3,-1,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
62,59,0,0,671,1,0,15,4,57,2,332,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
63,39,3,0,0,0,0,28,0,28,1,-1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
64,38,1,0,156,1,0,17,5,544,3,-1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
65,38,2,0,0,1,0,20,5,211,2,-1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
66,24,2,0,0,0,0,6,9,526,1,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
67,31,2,0,3194,0,0,11,7,140,2,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
68,47,2,0,186,0,0,20,10,70,2,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
69,33,1,0,217,1,1,15,4,132,5,304,5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
70,52,0,0,0,0,0,6,5,235,3,-1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
71,37,1,0,1407,1,0,21,10,14,7,-1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
72,56,1,0,0,0,0,18,10,348,1,-1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
73,39,2,0,1363,0,0,21,7,294,3,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
74,46,1,0,1083,0,0,25,7,67,9,-1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
75,39,0,0,-491,0,1,5,5,179,1,-1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
76,54,2,0,0,1,0,7,4,199,1,297,3,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
77,33,2,0,224,0,0,8,2,241,2,-1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
78,34,1,0,381,1,0,12,4,102,1,-1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
79,42,0,0,560,1,1,16,3,122,4,149,2,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
80,40,1,0,2550,1,0,2,5,424,2,-1,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
81,35,1,0,94,1,0,20,3,75,1,-1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
82,50,1,0,556,1,0,16,4,130,2,-1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
83,38,1,0,2990,1,0,2,5,612,2,-1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
84,39,1,0,29,1,0,7,4,214,2,-1,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
85,30,1,0,392,1,0,20,10,117,3,-1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
86,30,1,0,692,1,0,11,4,290,1,-1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
87,38,0,0,1807,0,0,7,4,348,3,-1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
88,32,1,0,61,1,0,8,6,529,5,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
89,41,1,0,190,0,0,21,10,12,7,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
90,32,2,0,1815,0,0,10,7,235,1,102,2,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
91,61,0,0,876,0,0,17,3,40,9,-1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
92,35,1,0,871,1,0,1,6,108,1,-1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
93,41,1,0,1020,1,0,29,4,276,1,-1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
94,31,1,0,864,1,0,6,4,100,1,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
95,53,1,0,16,0,0,9,5,100,1,-1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
96,36,2,0,307,1,0,14,4,341,1,330,2,2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
97,32,2,0,108,1,1,12,4,112,1,-1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
98,55,2,0,625,0,0,26,5,48,4,-1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
99,30,2,0,0,0,0,18,7,124,3,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
100,30,2,0,0,1,0,28,4,58,1,-1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
101,41,1,0,-4,0,0,20,7,171,6,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
102,45,0,0,193,1,1,29,6,116,2,-1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
103,39,1,0,98,0,0,31,6,119,1,-1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
104,44,1,0,1,1,0,7,4,281,2,-1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
105,37,0,0,223,1,0,7,4,569,1,297,3,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
106,32,2,0,752,1,0,15,6,256,5,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
107,48,3,0,100,1,0,29,4,206,1,-1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
108,34,2,0,-123,1,0,14,6,64,3,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
109,36,2,1,-1941,1,0,16,5,505,1,-1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
110,49,2,0,0,0,0,4,1,279,3,-1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
111,47,1,0,318,0,0,4,7,299,2,-1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
112,43,1,0,-416,1,1,11,4,114,1,301,3,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
113,36,0,0,295,1,0,17,3,287,1,-1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
114,56,0,0,1798,1,0,29,4,228,3,-1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
115,20,0,0,0,0,0,2,10,69,4,182,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
116,55,2,0,372,1,0,19,10,225,5,-1,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
117,38,2,0,1018,0,0,16,5,325,3,-1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
118,56,1,0,589,1,0,18,10,208,1,26,3,3,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
119,50,3,0,680,0,0,7,6,457,5,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
120,54,1,0,2255,0,0,25,7,304,6,-1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
121,46,2,0,6269,1,0,18,10,249,3,112,2,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
122,33,1,0,1905,1,0,13,4,39,1,301,2,3,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
123,36,2,0,671,1,0,1,8,161,1,457,2,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
124,39,1,0,280,1,0,2,5,147,3,-1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
125,27,2,0,390,0,0,9,1,120,2,104,2,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
126,57,1,0,0,0,1,9,6,45,1,-1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
127,59,0,0,37,0,1,15,6,335,2,-1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
128,35,1,0,0,1,0,6,3,139,1,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
129,39,0,0,108,0,0,17,10,265,1,-1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
130,32,0,0,494,1,0,26,4,252,2,-1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
131,44,0,0,4758,1,0,22,6,712,6,-1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
132,43,2,0,1,1,1,15,6,61,2,-1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
133,36,1,0,566,1,0,20,4,129,2,-1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
134,32,2,0,406,0,0,29,4,35,24,-1,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
135,47,2,0,-315,1,1,27,7,112,9,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
136,50,2,0,-516,1,0,15,4,226,2,-1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
137,36,1,0,63,1,0,16,4,322,2,-1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
138,32,0,0,634,0,0,29,0,696,1,-1,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
139,55,1,1,0,0,0,26,7,172,5,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
140,43,2,0,409,0,0,22,6,100,7,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
141,47,1,0,4063,1,1,26,4,207,1,-1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
142,42,2,0,1680,1,0,6,4,765,1,-1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
143,32,2,0,75,0,0,5,4,104,3,256,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
144,35,2,0,108,1,0,31,6,65,3,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
145,30,2,0,916,0,0,29,2,92,2,90,2,3,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
146,20,0,0,-172,1,1,19,4,238,3,-1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
147,56,2,0,2096,0,0,17,10,209,2,-1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
148,29,1,0,2802,0,1,4,6,840,2,-1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
149,61,2,0,32685,0,0,2,2,1447,2,-1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
150,69,0,0,2346,0,0,11,1,354,2,-1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
151,33,1,0,91,1,0,17,3,400,2,-1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
152,24,1,0,272,0,0,16,10,105,2,94,2,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
153,36,0,0,1201,1,0,5,5,57,1,-1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
154,26,3,0,-277,1,0,16,3,1018,2,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
155,53,1,0,1661,1,1,17,10,85,1,-1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
156,25,1,0,105,0,1,21,6,392,1,-1,0,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
157,36,1,0,96,0,0,2,1,302,1,-1,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
158,47,1,0,947,0,1,29,7,24,17,-1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
159,40,2,0,79,0,0,15,9,570,1,135,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
160,39,1,0,-146,1,1,20,7,239,2,-1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
161,46,2,0,2421,0,0,11,7,170,4,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
162,53,2,0,1452,0,1,19,10,442,2,113,3,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
163,47,1,0,-767,0,1,18,6,329,3,-1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
164,31,1,0,178,1,0,15,4,415,1,360,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
165,40,2,0,5142,0,0,13,0,147,2,224,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
166,41,2,0,15,0,0,20,5,13,5,-1,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
167,47,0,0,389,0,0,6,5,145,2,-1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
168,45,2,0,1410,1,0,14,4,44,8,-1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
169,44,2,0,460,0,0,17,5,491,1,-1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
170,62,0,0,1742,0,0,14,5,167,2,98,6,2,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
171,50,0,0,117,1,0,13,4,216,4,-1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
172,46,0,0,537,0,0,26,4,222,5,-1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
173,35,2,0,-196,1,0,22,6,216,2,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
174,41,0,0,1052,1,1,12,4,335,1,-1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
175,43,1,0,2041,1,1,29,4,162,5,-1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
176,33,2,0,1805,0,0,21,7,211,4,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
177,41,2,0,1666,0,0,9,5,291,3,-1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
178,40,2,0,283,1,0,20,3,222,1,153,4,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
179,30,1,0,3107,1,0,3,5,1516,2,-1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
180,31,2,0,1858,0,0,12,7,453,3,-1,0,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
181,39,2,0,-204,1,0,28,7,144,4,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
182,34,1,0,1551,1,1,8,6,188,2,82,4,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
183,37,1,0,119,0,0,25,7,68,4,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
184,29,2,0,-346,0,0,29,0,290,2,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
185,37,2,0,481,1,0,19,7,97,6,-1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
186,37,2,0,900,1,0,25,4,116,1,18,3,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
187,50,1,0,1857,0,1,19,5,26,2,-1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
188,32,2,0,189,1,0,6,5,106,2,-1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
189,39,1,0,-762,1,1,8,4,40,6,343,2,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
190,43,2,0,175,1,0,17,3,129,4,337,1,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
191,48,1,0,5058,0,0,20,4,169,4,-1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
192,26,1,0,166,1,0,16,6,83,2,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
193,29,1,0,0,1,0,5,4,187,1,365,1,2,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
194,37,1,0,1092,0,0,16,5,266,1,-1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
195,25,1,0,886,0,0,12,7,121,1,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
196,26,2,0,1643,0,0,12,7,243,1,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
197,47,1,0,344,1,0,3,5,87,1,-1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
198,39,1,0,385,0,0,26,7,143,1,93,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
199,43,1,0,3,1,0,13,4,26,1,174,2,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
200,36,2,0,7252,0,0,12,7,153,1,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
201,54,3,0,4789,0,0,11,5,83,1,-1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
202,22,1,0,54,1,1,8,4,626,6,-1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
203,32,3,0,5969,0,0,6,1,12,7,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
204,43,2,0,1791,0,0,5,7,254,1,-1,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
205,37,1,0,126,0,1,5,1,313,7,-1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
206,36,2,0,0,0,1,18,10,300,1,96,4,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
207,32,1,0,648,0,1,21,6,166,1,-1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
